,Contributor,Taxon,UniqueID,AphiaID,Relative.Adult.Mobility,Relative.Adult.Mobility.Certainty,Relative.Adult.Mobility.Reference,Estimated.Max.Body.Size,Estimated.Max.Body.Size.Certainty,Estimated.Max.Body.Size.Reference,Gregariousness,Gregariousness.Certainty,Gregariousness.Reference,Foundation.Species,Foundation.Species.Certainty,Foundation.Species.Reference,Habitat.Complexity,Habitat.Complexity.Certainty,Habitat.Complexity.Reference,Abundance,Abundance.Certainty,Abundance.Reference,Chemosynthesis.Obligate,Chemosynthesis.Obligate.Certainty,Chemosynthesis.Obligate.Reference,Position.of.Symbiont,Position.of.Symbiont.Certainty,Position.of.Symbiont.Reference,Min.Depth.Range.Lower.Bound,Min.Depth.Range.Upper.Bound,Max.Depth.Range.Lower.Bound,Max.Depth.Range.Upper.Bound,Depth.Range.Certainty,Depth.Range.Reference,Substratum,Substratum.Certainty,Substratum.Reference,Zonation.From.Vent,Zonation.From.Vent.Certainty,Zonation.From.Vent.Reference,Nutritional.Source,Nutritional.Source.Certainty,Nutritional.Source.Reference,Trophic.Mode,Trophic.Mode.Certainty,Trophic.Mode.Reference,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies
56,sabine.gollner@nioz.nl; sam.southgate@hotmail.co.uk,Aphotopontius limatulus,Aph56,348895,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,3,NA,Vent,3,200; 66; 129,None,2,66,1000,1500,3500,4000,3,129,Hard,3,196,Medium,3,200; 196; 195,Sediment or rock surface,1,217,Bacterivore,1,217; 66,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Aphotopontius,,limatulus,
57,ijc1g15@soton.ac.uk; sabine.gollner@nioz.nl; sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk,Aphotopontius mammillatus,Aph57,348896,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,3,NA,Vent,3,200; 66; 129,None,2,429; 66,1000,1500,3500,4000,3,129,Hard,3,196,Medium,3,200; 196; 195,Sediment or rock surface,2,429,Bacterivore,2,429; 217; 66,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Aphotopontius,,mammillatus,
58,ijc1g15@soton.ac.uk; sabine.gollner@nioz.nl; sam.southgate@hotmail.co.uk,Aphotopontius probolus,Aph58,348897,4,2,66,10,3,66,NA,NA,NA,No,3,66,Does not add,2,66,High,3,200,Vent,3,129; 196; 66,None,2,66,1000,1500,3500,4000,3,129,Hard,3,200,Medium,3,200; 196; 195; 635,Sediment or rock surface,1,217,Bacterivore,1,217; 66,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Aphotopontius,,probolus,
59,ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk,Apotectonia heterostegos,Apo59,488210,4,3,20,100,3,20,Never,3,20,No,3,66,Does not add,3,66,Low,3,20,Vent,3,129,None,2,NA,2000,2500,2500,3000,3,20,Water column,1,NA,Low,1,20,Fauna,3,20,Carnivore S,3,20,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Apotectonia,,heterostegos,
60,sam.southgate@hotmail.co.uk,Apristurus laurussonii,Apr60,105807,4,3,129,1000,3,129,Never,1,66,No,3,66,Does not add,3,66,Low,1,66,No,1,129,NA,NA,NA,500,1000,1500,2000,3,129,Water column,3,129,Low,3,129,Fauna,1,66,Carnivore O,1,66,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,laurussonii,
61,moriakiyasuhara@gmail.com,Archiconchoecia chavturi,Arc61,389425,4,2,299,1,3,66,Never,3,NA,No,3,66,Does not add,3,NA,Low,3,66,Vent,2,66,None,1,66,2000,2500,2000,2500,3,66,Hard,3,66,Medium,3,66,NA,NA,NA,NA,NA,NA,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Archiconchoecia,,chavturi,
62,Terue-Cristina.Kihara@senckenberg.de,Archinome jasoni,Arc62,988138,3,3,66,100,3,66,Sometimes,3,66,No,3,66,Does not add,3,66,High,3,560,Vent,3,55,None,3,554,2000,2500,3000,3500,3,581,Hard,3,581,Medium,3,560,Sediment or rock surface,3,554,NA,3,554,Annelida,Polychaeta,Amphinomida,Amphinomidae,Archinome,,jasoni,
63,gorolen@mail.ru; ijc1g15@soton.ac.uk; pjt11@duke.edu; sam.southgate@hotmail.co.uk; William.Reid@newcastle.ac.uk; stace@whoi.edu; leigh.marsh@southampton.ac.uk; smills@whoi.edu,Archinome rosacea,Arc63,333028,3,3,129; 66,100,3,52,Never,3,NA,No,3,66,Does not add,3,66,Low,2,99,Vent,3,541; 129,None,3,264; 66,1000,1500,3000,3500,2,66; 147,Hard,2,NA,Medium,1,66,Fauna,3,264; 574,Carnivore O,3,574; 264,Annelida,Polychaeta,Amphinomida,Amphinomidae,Archinome,,rosacea,
64,elenamkr@mail.ru,Archivesica diagonalis,Arc64,464296,3,3,66,1000,3,66,Sometimes,2,66,Yes,2,66,Bed forming,3,24,High,3,24,Other CBE,3,24; 397,Endosymbiont,3,411,1500,2000,3500,4000,3,24; 398; 9,Soft,3,24,Low,2,expert opinon,Symbiont,3,66,Bacterivore,3,66,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica,,diagonalis,
65,elenamkr@mail.ru; ijc1g15@soton.ac.uk; lokabharathiponnapakkam@gmail.com,Archivesica extenta,Arc65,464296,3,3,66; 129,1000,3,304; 630,Sometimes,3,66,Yes,3,66,Bed forming,3,66,High,3,66,Other CBE,3,9; 304,Endosymbiont,3,411; 66,2500,3000,3000,3500,3,9,Soft,3,66,Low,2,expert opinon,Symbiont,3,66,Bacterivore,3,66,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica,,extenta,
66,elenamkr@mail.ru; lokabharathiponnapakkam@gmail.com; William.Reid@newcastle.ac.uk,Archivesica gigas,Arc66,464354,3,2,66,1000,3,66,Sometimes,2,66,Yes,3,66,Bed forming,1,66,Low,1,66,Other CBE,3,9,Endosymbiont,3,411; 66,1000,1500,2000,2500,3,9,Soft,3,66,Low,2,expert opinon,Symbiont,3,161; 75,Bacterivore,3,161,Mollusca,Bivalvia,Venerida,Vesicomyidae,Archivesica,,gigas,
67,ahilario@ua.pt; asac1g09@soton.ac.uk; ijc1g15@soton.ac.uk; tresa2812@gmail.com; hwatanabe@jamstec.go.jp,Arcovestia ivanovi,Arc67,265838,1,3,492,100,3,489,Always,2,489,Yes,3,129,Dense bush forming,3,489,High,3,489,Vent,2,287,Endosymbiont,3,492,1500,2000,2000,2500,3,271,Hard,2,489,Medium,3,489,Symbiont,NA,489; 492,Bacterivore,3,492,Annelida,Polychaeta,Sabellida,Siboglinidae,Arcovestia,,ivanovi,
68,hans.rapp@uib.no,Asbestopluma (Asbestopluma) furcata,Asb68,133172,1,3,66,100,3,225,Always,2,66,No,3,66,Open bush forming,3,66,High,3,66,No,3,223,NA,NA,NA,500,1000,3000,3500,3,225,Hard,2,66,Medium,3,66,Fauna,3,223,Carnivore O,3,223,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,Asbestopluma,furcata,
69,tresa2812@gmail.com; asac1g09@soton.ac.uk,Asbestopluma agglutinans,Asb69,235779,1,NA,NA,100,NA,-9997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,NA,-9999,NA,NA,NA,2500,3000,2500,3000,3,550,Hard,3,550,NA,NA,NA,Fauna,NA,NA,Carnivore O,NA,NA,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,,agglutinans,
70,ijc1g15@soton.ac.uk,Asbestopluma pennatula,Asb70,133179,1,3,-9996,100,3,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fauna,3,226,Carnivore O,NA,-9997,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,,pennatula,
71,hwatanabe@jamstec.go.jp; William.Reid@newcastle.ac.uk,Ashinkailepas seepiophila,Ash71,396176,1,3,NA,10,3,168,Sometimes,NA,66,No,NA,66,Does not add,NA,66,Low,NA,66,Other CBE,2,168,None,2,607,500,1000,1000,1500,2,NA,Hard,3,NA,Low,2,NA,Water column,3,607,Detritivore,3,607,Arthropoda,Hexanauplia,Scalpelliformes,Eolepadidae,Ashinkailepas,,seepiophila,
72,cpd4@psu.edu; ijc1g15@soton.ac.uk; pjt11@duke.edu; William.Reid@newcastle.ac.uk,Austinograea alayseae,Aus72,410818,3,3,66; 173,100,3,129,Never,3,468,No,3,66,Does not add,3,66,Low,2,99,Vent,3,541,None,3,149; 66,1000,1500,2500,3000,2,129; 147,Hard,3,66,High,2,129,Sediment or rock surface,3,149; 568,Carnivore O,3,554; 149,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Austinograea,,alayseae,
73,hwatanabe@jamstec.go.jp; Terue-Cristina.Kihara@senckenberg.de,Austinograea rodriguezensis,Aus73,395454,4,3,66,100,3,533; 66,Sometimes,3,66,No,3,66,Does not add,3,66,High,3,560,Vent,3,533; 66,None,3,554,2000,2500,3000,3500,3,581; 66,Hard,2.5,581; 66,Medium,3,560; 66,Fauna,3,554; 66,Carnivore O,3,554; 66,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Austinograea,,rodriguezensis,
74,asac1g09@soton.ac.uk; cpd4@psu.edu; ijc1g15@soton.ac.uk; William.Reid@newcastle.ac.uk; verenat,Austinograea williamsi,Aus74,410819,4,3,66,100,3,222,NA,NA,NA,No,3,66,NA,NA,NA,Low,NA,66,Vent,3,129; 222,None,2,66,1500,2000,3500,4000,NA,NA,Hard,3,66,Medium,1,66,Fauna,3,222,Carnivore O,NA,66,Arthropoda,Malacostraca,Decapoda,Bythograeidae,Austinograea,,williamsi,
75,ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk,Autonoe longicornis,Aut75,488706,3,2,66,10,3,129; 86,Sometimes,2,376,No,3,66,NA,NA,NA,Low,3,376,Vent,2,376,None,2,NA,1000,1500,1500,2000,3,376,Hard,3,376,Medium,3,376,Sediment or rock surface,3,66,Detritivore,2,66,Arthropoda,Malacostraca,Amphipoda,Aoridae,Autonoe,,longicornis,
76,asac1g09@soton.ac.uk; sabine.gollner@nioz.nl; verenat,Barathricola rimensis,Bar76,361453,4,2,66,1,3,129; 237; 238,NA,NA,NA,No,3,66,Does not add,2,66,Low,2,196,No,2,196,None,2,66,1500,2000,1500,2000,2,66,Hard,2,196,Low,3,66,Sediment or rock surface,2,66,Bacterivore,3,66,Arthropoda,Hexanauplia,Cyclopoida,Schminkepinellidae,Barathricola,,rimensis,
77,pjt11@duke.edu; asac1g09@soton.ac.uk; verenat,Bathyacmaea jonassoni,Bat77,510041,3,2,66,100,3,36,Sometimes,2,66,No,3,66,Does not add,3,66,Low,2,99,Vent,3,541,None,3,66,1000,1500,2000,2500,2,147,Hard,2,66,Medium,1,66,Sediment or rock surface,2,66,Detritivore,2,36; 456,Mollusca,Gastropoda,,Pectinodontidae,Bathyacmaea,,jonassoni,
78,asac1g09@soton.ac.uk; cchen@jamstec.go.jp; ijc1g15@soton.ac.uk; William.Reid@newcastle.ac.uk; hwatanabe@jamstec.go.jp,Bathyacmaea secunda,Bat78,512328,3,1,66,100,3,66,Sometimes,3,NA,No,3,NA,Does not add,3,NA,High,3,66,Vent,3,456; 66,None,3,607,500,1000,2000,2500,3,66,Hard,3,66,Medium,2,66,Sediment or rock surface,2,607,Bacterivore,2,607,Mollusca,Gastropoda,,Pectinodontidae,Bathyacmaea,,secunda,
79,reboschen@uvic.ca; abates@mun.ca; asac1g09@soton.ac.uk,Bathyaustriella thionipta,Bat79,457470,2,2,66,100,3,186,Always,3,186,Yes,2,186,Bed forming,2,66,High,3,186,Vent,2,186,Endosymbiont,3,186,0,500,0,500,3,186,Soft,3,186,Medium,3,186,Symbiont,3,186,Bacterivore,2,186,Mollusca,Bivalvia,Lucinida,Lucinidae,Bathyaustriella,,thionipta,
80,sam.southgate@hotmail.co.uk,Bathybdella sawyeri,Bat80,370602,3,3,631,10,3,631,NA,NA,NA,NA,NA,NA,NA,NA,NA,High,3,631,Vent,3,631,NA,NA,NA,2000,2500,2500,3000,3,631,NA,NA,NA,NA,NA,NA,Fauna,3,631,Carnivore O,3,631,Annelida,Clitellata,Rhynchobdellida,Piscicolidae,Bathybdella,,sawyeri,
81,asac1g09@soton.ac.uk; hourdez@sb-roscoff.fr; ijc1g15@soton.ac.uk,Bathycatalina filamentosa,Bat81,333087,4,3,66,100,3,424,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,Other CBE,3,66,None,3,66,2500,3000,2500,3000,3,66,Hard,2,66,Low,3,66,Fauna,3,66; 152,Carnivore O,2,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathycatalina,,filamentosa,
82,ijc1g15@soton.ac.uk,Bathyconchoecia deeveyae,Bat82,127752,4,2,129,10,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water column,1,-9996,NA,NA,NA,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Bathyconchoecia,,deeveyae,
83,ijc1g15@soton.ac.uk; asac1g09@soton.ac.uk,Bathyconchoecia paulula,Bat83,127762,4,2,129,1,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,1,649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Water column,1,-9996,NA,NA,NA,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Bathyconchoecia,,paulula,
84,hourdez@sb-roscoff.fr; ijc1g15@soton.ac.uk; William.Reid@newcastle.ac.uk,Bathykurila guaymasensis,Bat84,333092,4,3,66,10,3,66; 418,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,Other CBE,3,66; 185,None,3,66; 429,NA,NA,NA,NA,NA,NA,Hard,2,66,Low,3,66,Fauna,2,66; 185; 429,Carnivore O,2,66; 429,Annelida,Polychaeta,Phyllodocida,Polynoidae,Bathykurila,,guaymasensis,
85,sabine.gollner@nioz.nl,Bathylaophonte pacifica,Bat85,361765,4,2,66,1,3,129,NA,NA,NA,No,3,66,Does not add,2,66,NA,NA,NA,No,2,196,None,2,66,2000,2500,2500,3000,2,196,Hard,2,196,Medium,3,196,NA,NA,NA,NA,NA,NA,Arthropoda,Hexanauplia,Harpacticoida,Laophontidae,Bathylaophonte,,pacifica,
86,bates.amanda@gmail.com; stace@whoi.edu; marjolaine.Matabos@ifremer.fr; smills@whoi.edu; asac1g09@soton.ac.uk,Bathymargarites symplector,Bat86,536893,3,2,66,10,2,129,Never,2,66,No,3,66,Does not add,2,66,Low,2,NA,Vent,3,129,None,3,66,1000,1500,2500,3000,1,147; 129,Hard,3,129,Low,2,NA,Sediment or rock surface,2,129,Bacterivore,2,66,Mollusca,Gastropoda,Seguenziida,Seguenziidae,Bathymargarites,,symplector,
87,tammy.horton@noc.ac.uk,Bathymedon curtipalpus,Bat87,883745,3,3,565; 566,10,3,565; 566,Never,3,565; 566,No,3,66,Does not add,3,66,Low,3,565; 566,Vent,2,565; 566,None,2,NA,2000,2500,2000,2500,3,565; 566,Hard,2,565; 566,Medium,2,565; 566,Fauna,2,66,Carnivore O,2,66,Arthropoda,Malacostraca,Amphipoda,Oedicerotidae,Bathymedon,,curtipalpus,
88,asac1g09@soton.ac.uk; cchen@jamstec.go.jp; ijc1g15@soton.ac.uk; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; tresa2812@gmail.com; elenamkr@mail.ru,Bathymodiolus aduloides,Bat88,505968,2,3,66,100,3,129,Sometimes,2,NA,Yes,1.5,129,Bed forming,3,66,High,3,66,Other CBE,3,129; 66,Endosymbiont,3,NA,0,500,1000,1500,3,66; 129,Hard,3,66,Low,3,NA,Symbiont,3,157,Bacterivore,3,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,aduloides,
89,elenamkr@mail.ru,Bathymodiolus antarcticus,Bat89,737871,2,2,66,100,NA,261,Always,NA,66,Yes,NA,66,Bed forming,NA,66,High,NA,66,Vent,NA,NA,Endosymbiont,NA,NA,2000,2500,2000,2500,NA,261,Hard,NA,66,Medium,2,66,Symbiont,2.5,66,Bacterivore,2.5,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,antarcticus,
90,daphne.cuvelier@gmail.com; gorolen@mail.ru; ijc1g15@soton.ac.uk; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; tresa2812@gmail.com; William.Reid@newcastle.ac.uk; maria.aa.colaco@uac.pt; elenamkr@mail.ru; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Bathymodiolus azoricus,Bat90,140436,2,3,66,1000,3,573,Always,3,66; 95; 96; 98; 129; 117; 118; 119; 120,Yes,3,66; 119,Bed forming,3,66; 95; 96; 98; 129; 117; 118; 119; 120,High,3,66; 130; 116,Vent,3,66; 143; 130,Endosymbiont,3,145; 553; 496; 158,500,1000,3000,3500,3,66,Hard,3,66; 130,Medium,NA,117; 118; 119,Symbiont,3,405; 539; 96; 553; 496,Bacterivore,3,443; 66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,azoricus,
91,asac1g09@soton.ac.uk; cchen@jamstec.go.jp; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; tresa2812@gmail.com; William.Reid@newcastle.ac.uk,Bathymodiolus japonicus,Bat91,505969,2,3,66,100,3,66,Always,2,NA,Yes,2,NA,Bed forming,3,NA,High,3,66,Other CBE,3,143,Endosymbiont,3,170,500,1000,1500,2000,3,NA,Hard,3,66,Medium,3,NA,Symbiont,3,607; 66,Bacterivore,3,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,japonicus,
92,pjt11@duke.edu; poisson.chat@wanadoo.fr; reboschen@uvic.ca; abates@mun.ca,Bathymodiolus manusensis,Bat92,457556,2,3,66,100,3,525; 213,Always,3,467; 99,Yes,3,111; 66,Bed forming,3,66; 99,High,3,99,Vent,3,525; 143; 213,Endosymbiont,3,525; 431; 370; 633; 596; 597; 598,1000,1500,1500,2000,3,525; 213; 370; 99,Hard,2.333333333,66; 99,Medium,2,431,Symbiont,3,525; 370; 633; 596; 597,Bacterivore,3,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,manusensis,
93,asac1g09@soton.ac.uk; cchen@jamstec.go.jp; hwatanabe@jamstec.go.jp; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; tresa2812@gmail.com; William.Reid@newcastle.ac.uk,Bathymodiolus platifrons,Bat93,505970,2,3,66,1000,3,129; 66,Always,3,66,Yes,2,NA,Bed forming,3,NA,High,3,NA,Other CBE,3,168; 143; 22; 129,Endosymbiont,3,170,500,1000,2000,2500,3,66; 22,Hard,3,22,Medium,3,NA,Symbiont,3,66; 22; 381; 607,Bacterivore,3,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,platifrons,
94,gorolen@mail.ru; ijc1g15@soton.ac.uk; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; sam.southgate@hotmail.co.uk; tresa2812@gmail.com; William.Reid@newcastle.ac.uk; jtc@soton.ac.uk; asac1g09@soton.ac.uk,Bathymodiolus puteoserpentis,Bat94,505967,2,3,66,1000,3,573,Always,3,66,Yes,3,66,Bed forming,3,66,High,3,66,Vent,3,143; 129; 96,Endosymbiont,3,145; 425; 553; 75,3000,3500,3500,4000,3,393; 66,Hard,3,66; 129,Medium,3,129; 66,Symbiont,3,96; 66,Bacterivore,3,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,puteoserpentis,
95,asac1g09@soton.ac.uk; cchen@jamstec.go.jp; cpd4@psu.edu; hwatanabe@jamstec.go.jp; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; tresa2812@gmail.com; William.Reid@newcastle.ac.uk; Terue-Cristina.Kihara@senckenberg.de; verenat,Bathymodiolus septemdierum,Bat95,505971,2,3,66,1000,3,449,Always,3,66; 427; 469,Yes,3,427; 66,Bed forming,3,66,High,3,427; 560,Vent,3,64; 129; 168; 143; 581,Endosymbiont,3,508; 170; 632; 66,1000,1500,3500,4000,2.142857143,64; 581; 129; 66,Hard,3,467; 581,High,3,427; 560,Symbiont,3,66; 632,Bacterivore,3,66,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,septemdierum,
96,ijc1g15@soton.ac.uk; lokabharathiponnapakkam@gmail.com; poisson.chat@wanadoo.fr; sam.southgate@hotmail.co.uk; stace@whoi.edu; tresa2812@gmail.com; William.Reid@newcastle.ac.uk; elenamkr@mail.ru; smills@whoi.edu,Bathymodiolus thermophilus,Bat96,183000,2,3,66,1000,3,442,Sometimes,3,66,Yes,2,NA,Bed forming,3,NA,High,3,66,Vent,3,143; 129,Endosymbiont,3,436; 136,2000,2500,2500,3000,3,NA,Hard,2.666666667,129; 66,Medium,3,66,Symbiont,3,436,Detritivore,2.5,436,Mollusca,Bivalvia,Mytilida,Mytilidae,Bathymodiolus,,thermophilus,
97,sam.southgate@hotmail.co.uk,Bathynectes maravigna,Bat97,107377,3,3,129,100,3,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vent,3,129,NA,NA,NA,0,500,1000,1500,3,129,Soft,3,129,NA,NA,NA,Fauna,3,129,Carnivore S,2,129,Arthropoda,Malacostraca,Decapoda,Polybiidae,Bathynectes,,maravigna,
98,asac1g09@soton.ac.uk; William.Reid@newcastle.ac.uk; sabine.gollner@nioz.nl; verenat,Benthoxynus spiculifer,Ben98,349207,4,3,66,10,3,66,NA,NA,NA,No,3,66,NA,NA,NA,NA,NA,NA,Vent,3,66; 129,None,3,198,1500,2000,2000,2500,3,66,Water column,2,66,NA,NA,NA,Sediment or rock surface,2.5,66,Bacterivore,3,324,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Benthoxynus,,spiculifer,
99,bates.amanda@gmail.com; ijc1g15@soton.ac.uk; sabine.gollner@nioz.nl,Benthoxynus tumidiseta,Ben99,349208,4,2,66,10,3,66,Sometimes,1,66,No,3,66,Does not add,2,66,High,3,198; 200,Vent,2,196; 66; 541; 198,None,3,66,2000,2500,2500,3000,2,196,Hard,3,196; 66,Medium,3,196,Sediment or rock surface,3,217; 198,Bacterivore,1,217; 198,Arthropoda,Hexanauplia,Siphonostomatoida,Dirivultidae,Benthoxynus,,tumidiseta,
100,sam.southgate@hotmail.co.uk; maria.aa.colaco@uac.pt; ecordes@temple.edu; asac1g09@soton.ac.uk,Beryx splendens,Ber100,126395,4,3,66,100,3,165; 129,NA,NA,NA,No,3,66,Does not add,3,66,Low,2,66,No,3,165,None,3,66,0,500,1000,1500,3,165; 129,Water column,3,129,Low,3,66; 129,Fauna,3,165; 129,Carnivore O,3,165; 129,Chordata,Actinopterygii,Beryciformes,Berycidae,Beryx,,splendens,
101,jtc@soton.ac.uk; kl@bas.ac.uk; asac1g09@soton.ac.uk,Boloceroides daphneae,Bol101,288924,1,3,NA,1000,NA,NA,Never,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,3,NA,NA,NA,NA,2000,2500,2500,3000,NA,66,Hard,NA,66,Low,3,NA,Fauna,NA,-9998,Carnivore O,3,NA,Cnidaria,Anthozoa,Actiniaria,Boloceroididae,Boloceroides,,daphneae,
102,gorolen@mail.ru; tammy.horton@noc.ac.uk,Bonnierella compar,Bon102,388931,2,3,376,100,2,NA,Sometimes,2,376,No,3,66,Burrow forming,3,376,High,3,376,Vent,2,376,None,3,NA,1500,2000,1500,2000,3,376,Hard,2,NA,Medium,1,NA,Sediment or rock surface,2,NA,Detritivore,1.5,NA,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Bonnierella,,compar,
103,tammy.horton@noc.ac.uk; asac1g09@soton.ac.uk; reboschen@uvic.ca,Bonnieriella c.f. linearis,Bon103,101565,2,2,637,10,3,66,Sometimes,2,637,No,3,66,Does not add,3,66,Low,2,637,Vent,2,637,None,2,NA,1500,2000,2000,2500,3,637; 66,Hard,2,637,Medium,3,637; 66,Sediment or rock surface,2,637,Detritivore,2,66,Arthropoda,Malacostraca,Amphipoda,Ischyroceridae,Bonnierella,,,
104,corbari@mnhn.fr; daphne.cuvelier@gmail.com; gorolen@mail.ru; ijc1g15@soton.ac.uk; tammy.horton@noc.ac.uk; maria.aa.colaco@uac.pt,Bouvierella curtirama,Bou104,430714,4,3,473; 66,10,3,45; 129,Always,3,45; 473,No,3,66,Does not add,3,66,High,3,45; 473; 638,Vent,3,45; 638,None,3,561,1500,2000,1500,2000,3,45; 129,Hard,3,45; 66,High,3,45 66; 638,Sediment or rock surface,2,45 66,Detritivore,2,45 310,Arthropoda,Malacostraca,Amphipoda,Calliopiidae,Bouvierella,,curtirama,
105,asac1g09@soton.ac.uk; hourdez@sb-roscoff.fr; ijc1g15@soton.ac.uk,Branchinotogluma burkensis,Bra105,327271,4,3,66,100,3,634,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66; 394,None,3,66,2000,2500,2500,3000,3,66,Hard,3,66,Medium,3,66,Fauna,3,66,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,,burkensis,
106,hourdez@sb-roscoff.fr; William.Reid@newcastle.ac.uk; asac1g09@soton.ac.uk; stace@whoi.edu; ijc1g15@soton.ac.uk; smills@whoi.edu; verenat,Branchinotogluma grasslei / sandersi,Bra106,327272,4,3,66,100,3,420; 129,Never,3,66,No,3,66,Does not add,3,66,High,1,66,Vent,3,66,None,3,264,1500,2000,2500,3000,3,129,Hard,3,66,Medium,3,66,Fauna,3,48; 66,Carnivore O,3,66; 48; 484; 264,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,,grasslei,
107,hourdez@sb-roscoff.fr; ijc1g15@soton.ac.uk; William.Reid@newcastle.ac.uk; leigh.marsh@southampton.ac.uk,Branchinotogluma hessleri,Bra107,327273,4,3,66,100,3,420,Never,3,66,No,3,66,Does not add,3,66,High,3,66,Vent,3,66,None,3,66,2000,2500,2500,3000,3,66,Hard,3,66,Medium,3,66,Fauna,3,66; 48; 264,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,,hessleri,
108,hwatanabe@jamstec.go.jp,Branchinotogluma japonica,Bra108,1215959,2,NA,NA,10,NA,NA,Sometimes,NA,NA,No,NA,NA,Does not add,NA,NA,Low,NA,NA,Vent,NA,NA,None,NA,NA,500,1000,500,1000,NA,66,Hard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,,japonica,
109,asac1g09@soton.ac.uk; hourdez@sb-roscoff.fr; verenat,Branchinotogluma marianus,Bra109,767072,4,3,66,10,3,66,Never,3,66,No,3,66,Does not add,3,66,Low,3,66,Vent,3,66,None,3,66,1500,2000,3000,3500,3,66,Hard,3,66,Medium,3,66,Fauna,3,66,Carnivore O,3,66,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,,marianus,
110,daphne.cuvelier@gmail.com,Branchinotogluma mesatlantica,Bra110,324929,3,3,66,100,NA,66,Never,3,66,NA,NA,NA,Does not add,3,66,Low,3,66,Vent,3,66,NA,NA,NA,1500,2000,1500,2000,3,66,Hard,3,66,Medium,2,119; 453,Fauna,3,129,Carnivore O,NA,248,Annelida,Polychaeta,Phyllodocida,Polynoidae,Branchinotogluma,,mesatlantica,
