"","unique(bis$scientificName)"
"950","Trimma grammistes"
"951","Aphareus furca"
"952","Pleuronectes yokohamae"
"953","Thyrsitoides marleri"
"954","Omobranchus loxozonus"
"955","Scopelosaurus"
"956","Chaetodontoplus septentrionalis"
"957","Fusigobius"
"958","Parupeneus ciliatus"
"959","Epinephelus macrospilos"
"960","Cephalopholis aurantia"
"961","Pleuronichthys"
"962","Pervagor nigrolineatus"
"963","Pseudanthias squamipinnis"
"964","Paracirrhites arcatus"
"965","Valenciennea strigata"
"966","Mugilogobius abei"
"967","Eurypegasus draconis"
"968","Labroides"
"969","Kyphosus bigibbus"
"970","Apogon semilineatus"
"971","Melanostomias paucilaternatus"
"972","Eleotrididae"
"973","Atrosalarias hosokawai"
"974","Neosebastes entaxis"
"975","Halicampus punctatus"
"976","Prionurus scalprum"
"977","Doederleinia berycoides"
"978","Stemonidium hypomelas"
"979","Cyclothone atraria"
"980","Lampanyctus"
"981","Hapalogenys mucronatus"
"982","Monotaxis grandoculis"
"983","Chelidoperca hirundinacea"
"984","Brama"
"985","Pteropsaron evolans"
"986","Sigmops gracile"
"987","Pempheris ufuagari"
"988","Samariscus xenicus"
"989","Archamia zosterophora"
"990","Cephaloscyllium umbratile"
"991","Nesiarchus nasutus"
"992","Remora remora"
"993","Selaroides leptolepis"
"994","Trachyrhamphus serratus"
"995","Uropterygius nagoensis"
"996","Ateleopus tanabensis"
"997","Trimma emeryi"
"998","Plectroglyphidodon leucozonus"
"999","Rouleina guentheri"
"1000","Atherion elymus"
"1001","Paradiplogrammus curvispinnis"
"1002","Decapterus maruadsi"
"1003","Nectamia fusca"
"1004","Dibranchus japonicus"
"1005","Eptatretus burgeri"
"1006","Heniochus monoceros"
"1007","Ophichthus megalops"
"1008","Mugil cephalus cephalus"
"1009","Paradiplogrammus enneactis"
"1010","Muraenidae"
"1011","Selar crumenophthalmus"
"1012","Okamejei boesemani"
"1013","Lycodes nakamurae"
"1014","Ceratoscopelus townsendi"
"1015","Benthosema pterotum"
"1016","Cephalopholis spiloparaea"
"1017","Acanthaphritis uroorum"
"1018","Regalecus russelli"
"1019","Diodon hystrix"
"1020","Tridentiger trigonocephalus"
"1021","Kuhlia marginata"
"1022","Bathytroctes"
"1023","Squalus"
"1024","Cheilopogon unicolor"
"1025","Entomacrodus niuafoouensis"
"1026","Scalicus orientalis"
"1027","Cottiusculus schmidti"
"1028","Gobiodon rivulatus"
"1029","Gobiidae"
"1030","Scarus forsteni"
"1031","Branchiostegus"
"1032","Ecsenius namiyei"
"1033","Nemichthys scolopaceus"
"1034","Epigonus atherinoides"
"1035","Chaunax fimbriatus"
"1036","Lagocephalus lunaris"
"1037","Eviota queenslandica"
"1038","Coelorinchus parallelus"
"1039","Pomacentrus chrysurus"
"1040","Crossosalarias macrospilus"
"1041","Hydrolagus mitsukurii"
"1042","Rachycentron canadum"
"1043","Decapterus tabl"
"1044","Pseudorasbora parva"
"1045","Bryaninops"
"1046","Enchelycore kamara"
"1047","Sebastes hubbsi"
"1048","Leptostomias macronema"
"1049","Centropyge vrolikii"
"1050","Arius"
"1051","Parupeneus cyclostomus"
"1052","Microphis brachyurus"
"1053","Pseudogobio esocinus esocinus"
"1054","Antennarius striatus"
"1055","Diancistrus fuscus"
"1056","Cephalopholis sonnerati"
"1057","Caranx sexfasciatus"
"1058","Chlorurus japanensis"
"1059","Thamnaconus fijiensis"
"1060","Halichoeres tenuispinnis"
"1061","Megalops cyprinoides"
"1062","Scopelarchus analis"
"1063","Halichoeres chrysus"
"1064","Enchelycore lichenosa"
"1065","Matsubaraea fusiforme"
"1066","Hydrolagus"
"1067","Sphyraena"
"1068","Paralichthys olivaceus"
"1069","Paradiplogrammus enneactis calliste"
"1070","Diagramma pictum"
"1071","Ophichthus obtusus"
"1072","Ventrifossa misakia"
"1073","Arnoglossus yamanakai"
"1074","Symphurus"
"1075","Bathygobius cotticeps"
"1076","Chlorophthalmidae"
"1077","Dentex hypselosomus"
"1078","Dunckerocampus dactyliophorus"
"1079","Pseudamiops"
"1080","Odontobutis obscura"
"1081","Setarches"
"1082","Etelis carbunculus"
"1083","Deania calcea"
"1084","Myripristis kochiensis"
"1085","Scopeloberyx robustus"
"1086","Bothidae"
"1087","Gymnothorax nuttingi"
"1088","Epinephelus septemfasciatus"
"1089","Serrivomer"
"1090","Pteraclis aesticola"
"1091","Gnathophis nystromi ginanago"
"1092","Gonostoma"
"1093","Xenisthmus"
"1094","Paragobiodon echinocephalus"
"1095","Polymixia"
"1096","Engyprosopon"
"1097","Ariomma brevimanum"
"1098","Macrouridae"
"1099","Trimmatom pharus"
"1100","Acanthurus dussumieri"
"1101","Praealticus bilineatus"
"1102","Apogon semiornatus"
"1103","Enchelyopus gilli"
"1104","Ctenochaetus striatus"
"1105","Glossogobius illimis"
"1106","Dactylopteridae"
"1107","Tridentiger kuroiwae"
"1108","Ophichthus machidai"
"1109","Takifugu radiatus"
"1110","Nemipterus thosaporni"
"1111","Helcogramma striatum"
"1112","Neoglyphidodon nigroris"
"1113","Calloplesiops altivelis"
"1114","Aluterus scriptus"
"1115","Parapercis multifasciata"
"1116","Dendrochirus bellus"
"1117","Arothron reticularis"
"1118","Gobiodon heterospilos"
"1119","Thalassoma purpureum"
"1120","Chelon macrolepis"
"1121","Oxycheilinus bimaculatus"
"1122","Gempylus serpens"
"1123","Plesiops"
"1124","Eptatretus atami"
"1125","Triodon macropterus"
"1126","Ucla"
"1127","Valenciennea puellaris"
"1128","Gigantura"
"1129","Echidna polyzona"
"1130","Acanthopagrus pacificus"
"1131","Parascorpaena mossambica"
"1132","Takifugu vermicularis"
"1133","Scorpaenidae"
"1134","Stlengis distoechus"
"1135","Tridentiger obscurus"
"1136","Epinephelus tauvina"
"1137","Fowleria punctulata"
"1138","Trichiuridae"
"1139","Nansenia sanrikuensis"
"1140","Eviota smaragdus"
"1141","Plectorhinchus lessonii"
"1142","Serranidae (Anthiinae)"
"1143","Ichthyococcus elongatus"
"1144","Thunnus obesus"
"1145","Lestrolepis intermedia"
"1146","Xanthichthys mento"
"1147","Torquigener hypselogeneion"
"1148","Antigonia"
"1149","Careproctus rotundifrons"
"1150","Leptostomias multifilis"
"1151","Chromis"
"1152","Arothron meleagris"
"1153","Chlorurus sordidus"
"1154","Artediellus dydymovi dydymovi"
"1155","Abythites lepidogenys"
"1156","Apogon fraenatus"
"1157","Sardinella melanura"
"1158","Zoarcidae"
"1159","Callionymus curvispinis"
"1160","Lactoria diaphana"
"1161","Gymnothorax javanicus"
"1162","Priacanthus hamrur"
"1163","Takifugu poecilonotus"
"1164","Brama dussumieri"
"1165","Rhinecanthus abyssus"
"1166","Scorpaenopsis orientalis"
"1167","Barathronus"
"1168","Monocentris japonica"
"1169","Microlophichthys microlophus"
"1170","Silhouettea dotui"
"1171","Howella zina"
"1172","Synodus hoshinonis"
"1173","Vanderhorstia puncticeps"
"1174","Plectranthias kamii"
"1175","Fowleria isotigma"
"1176","Zanclus cornutus"
"1177","Ventrifossa rhipidodorsalis"
"1178","Amphiprion frenatus"
"1179","Exocoetus monocirrhus"
"1180","Bassozetus compressus"
"1181","Photonectes margarita"
"1182","Malakichthys elegans"
"1183","Girella mezina"
"1184","Dactyloptena"
"1185","Pseudoblennius cottoides"
"1186","Stethojulis strigiventer"
"1187","Lateolabrax maculatus"
"1188","Petroscirtes breviceps"
"1189","Stalix"
"1190","Xenisthmus clarus"
"1191","Myctophum orientale"
"1192","Paracaesio xanthura"
"1193","Apogon caudicinctus"
"1194","Priolepis cinctus"
"1195","Epigonus"
"1196","Etrumeus teres"
"1197","Abudefduf coelestinus"
"1198","Etmopterus lucifer"
"1199","Draconetta xenica"
"1200","Caprodon schlegelii"
"1201","Pseudobalistes fuscus"
"1202","Scorpaenodes varipinnis"
"1203","Xenolepidichthys dalgleishi"
"1204","Meiacanthus grammistes"
"1205","Lethrinus lentjan"
"1206","Naso maculatus"
"1207","Triglidae"
"1208","Melanocetus"
"1209","Raja tengu"
"1210","Parioglossus interruptus"
"1211","Simenchelys paraciticus"
"1212","Zoarchias glaber"
"1213","Decapterus russelli"
"1214","Oncorhynchus mykiss"
"1215","Zebrasoma veliferum"
"1216","Ilyophis brunneus"
"1217","Liparis tanakae"
"1218","Apogon apogonides"
"1219","Eviota nigramembrana"
"1220","Elops hawaiensis"
"1221","Dascyllus aruanus"
"1222","Myctophum obtusirostre"
"1223","Clariger cosmurus"
"1224","Cyclothone"
"1225","Malacanthus brevirostris"
"1226","Koumansetta hectori"
"1227","Halichoeres trimaculatus"
"1228","Epinephelus hoedtii"
"1229","Melanostomiidae"
"1230","Symbolophorus californiensis"
"1231","Peristedion liorhynchus"
"1232","Cyttopsis rosea"
"1233","Aulichthys japonicus"
"1234","Thyrsitoides marleyi"
"1235","Bryaninops erythrops"
"1236","Notacanthus abbotti"
"1237","Hoplichthys langsdorfii"
"1238","Triaenodon obesus"
"1239","Venefica tentaculata"
"1240","Lactoria cornuta"
"1241","Pegasus laternarius"
"1242","Enneapterygius miyakensis"
"1243","Caesio teres"
"1244","Argyropelecus aculeatus"
"1245","Plectorhinchus schotaf"
"1246","Omobranchus elegans"
"1247","Inegocia ochiaii"
"1248","Acanthurus leucopareius"
"1249","Gadella jordani"
"1250","Ericandersonia sagamia"
"1251","Galeus nipponensis"
"1252","Pomacentrus lepidogenys"
"1253","Bathycallionymus kaianus"
"1254","Pseudaesopia japonica"
"1255","Ichthyoscopus sannio"
"1256","Nezumia shinoharai"
"1257","Narcetes kamoharai"
"1258","Scartella emarginata"
"1259","Amblyeleotris steinitzi"
"1260","Triacanthodes anomalus"
"1261","Minous monodactylus"
"1262","Lycodes nishimurai"
"1263","Malthopsis mitrigera"
"1264","Balistoides conspicillum"
"1265","Acanthurus mata"
"1266","Haptenchelys parviocularis"
"1267","Rhinogobius brunneus"
"1268","Oxymonacanthus longirostris"
"1269","Myrichthys maculosus"
"1270","Apogon cookii"
"1271","Torpedo tokionis"
"1272","Ctenogobiops crocineus"
"1273","Lutjanus bohar"
"1274","Ariomma indica"
"1275","Ateleopus purpureus"
"1276","Centropyge interruptus"
"1277","Chaunax"
"1278","Platax teira"
"1279","Cabillus tongarevae"
"1280","Hymenocephalus gracilis"
"1281","Borostomias pacificus"
"1282","Eviota abax"
"1283","Neomyxus leuciscus"
"1284","Bregmaceros"
"1285","Siphamia majimai"
"1286","Myxine paucidens"
"1287","Blenniidae"
"1288","Coryphaenoides yaquinae"
"1289","Scarus microrhinos"
"1290","Iniistius pavo"
"1291","Cryptocentrus filifer"
"1292","Chimaera phantasma"
"1293","Atherinidae"
"1294","Eleotris fusca"
"1295","Rhinogobius"
"1296","Gymnothorax pseudothyrsoideus"
"1297","Diodon liturosus"
"1298","Epinephelus rivulatus"
"1299","Scombrolabrax heterolepis"
"1300","Xiphasia"
"1301","Halichoeres miniatus"
"1302","Chascanopsetta prognathus"
"1303","Enchelycore schismatorhynchus"
"1304","Cabillus pexus"
"1305","Gobiodon micropus"
"1306","Niphon spinosus"
"1307","Abudefduf bengalensis"
"1308","Cephalopholis argus"
"1309","Ariosoma shiroanago"
"1310","Xiphasia setifer"
"1311","Obliquogobius"
"1312","Percis matsuii"
"1313","Ophichthus urolophus"
"1314","Trachipteridae"
"1315","Labracoglossa argentiventris"
"1316","Limnichthys"
"1317","Pterycombus petersii"
"1318","Scorpaenopsis ramaraoi"
"1319","Careproctus"
"1320","Myctophum selenops"
"1321","Osopsaron verecundum"
"1322","Pandaka"
"1323","Plesiops cephalotaenia"
"1324","Polyipnus fraseri"
"1325","Neopomacentrus cyanomos"
"1326","Champsodon guentheri"
"1327","Priolepis fallacincta"
"1328","Eviota distigma"
"1329","Stenobrachius nannochir"
"1330","Apogon nigrofasciatus"
"1331","Odontanthias katayamai"
"1332","Acanthocybium solandri"
"1333","Laeops kitaharae"
"1334","Scalicus engyceros"
"1335","Antigonia rubescens"
"1336","Miichthys miiuy"
"1337","Acanthocepola krusensternii"
"1338","Trimma kudoi"
"1339","Pseudorhombus cinnamoneus"
"1340","Pseudochromis marchallensis"
"1341","Ocynectes maschalis"
"1342","Cypselurus poecilopterus"
"1343","Epinephelus areolatus"
"1344","Micrognathus andersonii"
"1345","Gymnogobius urotaenia"
"1346","Meiacanthus atrodorsalis"
"1347","Pentapodus nagasakiensis"
"1348","Epinephelus howlandi"
"1349","Kyphosus cinerascens"
"1350","Centropyge shepardi"
"1351","Bathypterois guentheri"
"1352","Arnoglossus polyspilus"
"1353","Lethotremus awae"
"1354","Apristurus platyrhynchus"
"1355","Parapercis millepunctata"
"1356","Hirundichthys"
"1357","Tosarhombus octoculatus"
"1358","Paragobiodon lacunicolus"
"1359","Pseudoblennius zonostigma"
"1360","Pseudamiops gracilicauda"
"1361","Scopeloberyx"
"1362","Ditrema temminckii temminckii"
"1363","Lepadichthys frenatus"
"1364","Bathygobius meggetti"
"1365","Myliobatis tobijei"
"1366","Chimaeridae"
"1367","Arothron nigropunctatua"
"1368","Grammistes sexlineatus"
"1369","Cypselurus atrisignis"
"1370","Lycenchelys makushok"
"1371","Hologymnosus doliatus"
"1372","Triso dermopterus"
"1373","Saurida wanieso"
"1374","Sebastes pachycephalus"
"1375","Zameus squamulosus"
"1376","Hippocampus mohnikei"
"1377","Callogobius haseltii"
"1378","Antigonia rubicunda"
"1379","Parupeneus indicus"
"1380","Cynoglossus joyneri"
"1381","Callionymidae"
"1382","Siganus punctatus"
"1383","Lobotes surinamensis"
"1384","Marukawichthys ambulator"
"1385","Norfolkia"
"1386","Eviota nigrispina"
"1387","Neobythites fasciatus"
"1388","Bathygobius padangensis"
"1389","Bembrops curvatura"
"1390","Ateleopus"
"1391","Aphareus rutilans"
"1392","Simenchelys parasitica"
"1393","Cynoglossus interruptus"
"1394","Arnoglossus"
"1395","Myersina"
"1396","Trachipterus ishikawae"
"1397","Zoramia viridiventer"
"1398","Aptocyclus ventricosus"
"1399","Scarus frenatus"
"1400","Eviota lachdeberei"
"1401","Giganthias immaculatus"
"1402","Hetereleotris exilis"
"1403","Myripristis berndti"
"1404","Uraspis helvola"
"1405","Cynoglossus"
"1406","Plectrypops lima"
"1407","Zoramia leptacantha"
"1408","Scomberomorus niphonius"
"1409","Penopus japonicus"
"1410","Photostylus pycnopterus"
"1411","Repomucenus ornatipinnis"
"1412","Aseraggodes"
"1413","Ctenogobius macropteryx"
"1414","Crossorhombus kobensis"
"1415","Rexea nakamurai"
"1416","Chromis vanderbilti"
"1417","Parapercis okamurai"
"1418","Pseudocalliurichthys pleurostictus"
"1419","Coelorinchus longissimus"
"1420","Lagocephalus"
"1421","Trimma fasciatum"
"1422","Pseudoblennius percoides"
"1423","Sebastes inermis"
"1424","Hoplostethus robustispinus"
"1425","Dictyosoma"
"1426","Diplospinus multistriatus"
"1427","Liopropoma susumi"
"1428","Heptranchias perlo"
"1429","Scarus prasiognathos"
"1430","Brosmophyciops pautzkei"
"1431","Ruvettus pretiosus"
"1432","Pseudolabrus eoethinus"
"1433","Chromis analis"
"1434","Acanthopagrus schlegelii"
"1435","Upeneus subvittatus"
"1436","Scopelogadus mizolepis"
"1437","Lepidotrigla japonica"
"1438","Minysynchiropus kiyoae"
"1439","Heteroplopomus barbatus"
"1440","Mangarinus waterousi"
"1441","Cocotropus keramaensis"
"1442","Oplegnathus punctatus"
"1443","Myctophum nitidulum"
"1444","Stalix toyoshio"
"1445","Bathycallionymus formosanus"
"1446","Doryrhamphus japonicus"
"1447","Fusigobius melacron"
"1448","Cetomimus"
"1449","Parapterois heterura"
"1450","Acanthurus nigrofuscus"
"1451","Coryphaenoides armatus"
"1452","Cynoglossus abbreviatus"
"1453","Malakichthys barbatus"
"1454","Propherallodus briggsi"
"1455","Melanocetus murrayi"
"1456","Chaetodon auriga"
"1457","Myctophum"
"1458","Hexagrammos agrammus"
"1459","Diaphus chrysorhynchus"
"1460","Enneapterygius rubicauda"
"1461","Calotomus carolinus"
"1462","Chaetodon guentheri"
"1463","Variola louti"
"1464","Pervagor janthinosoma"
"1465","Cirrhitichthys aureus"
"1466","Acipenser"
"1467","Priolepis latifascima"
"1468","Conger"
"1469","Astronesthes trifibulata"
"1470","Paragobiodon"
"1471","Centroscyllium kamoharai"
"1472","Polymixia berndti"
"1473","Scolopsis affinis"
"1474","Ariosoma shiroanago major"
"1475","Pseudoblennius marmorata"
"1476","Chromis notata"
"1477","Cabillus lacertops"
"1478","Nezumia darus"
"1479","Gobiesocidae"
"1480","Malakichthys wakiyae"
"1481","Pomacanthus semicirculatus"
"1482","Ancistrogobius yoshigoui"
"1483","Odontostomops normalops"
"1484","Lubricogobius exiguus"
"1485","Scarus xanthopleura"
"1486","Apogon thermalis"
"1487","Argyrops bleekeri"
"1488","Hippichthys penicillus"
"1489","Liparidae"
"1490","Suggrundus meerdervoortii"
"1491","Synaphobranchinae"
"1492","Parapercis phenax"
"1493","Mulloidichthys pflugeri"
"1494","Gymnothorax meleagris"
"1495","Discordipinna griessingeri"
"1496","Pseudocheilinus hexataenia"
"1497","Bathypterois atricolor"
"1498","Lobianchia gemellarii"
"1499","Pomacentrus nigromarginatus"
"1500","Malthopsis gigas"
"1501","Fowleria aurita"
"1502","Pseudanthias cooperi"
"1503","Halichoeres biocellatus"
"1504","Lestidium prolixum"
"1505","Alionematichthys riukiuensis"
"1506","Ebinania brephocephala"
"1507","Synaphobranchus kaupii"
"1508","Chromis fumeus"
"1509","Antennarius nummifer"
"1510","Hippocampus"
"1511","Pictiblennius yatabei"
"1512","Arothron manilensis"
"1513","Lagocephalus gloveri"
"1514","Bathylagus ochotensis"
"1515","Acanthuridae"
"1516","Pleuronectes mochigarei"
"1517","Kentrocapros aculeatus"
"1518","Torpedinidae"
"1519","Corythoichthys schultzi"
"1520","Scaridae"
"1521","Uropterygius micropterus"
"1522","Cephalopholis igarashiensis"
"1523","Parapercis mimaseana"
"1524","Lienardella fasciata"
"1525","Channa argus"
"1526","Chauliodus macouni"
"1527","Branchiostegus argentatus"
"1528","Paramyxine walkeri"
"1529","Howella sherborni"
"1530","Saurida elongata"
"1531","Melanostomias valdiviae"
"1532","Trimma flavatrum"
"1533","Abbottina rivularis"
"1534","Gobiodon prolixus"
"1535","Pseudanthias"
"1536","Dolichopteryx anascopa"
"1537","Gymnothorax kidako"
"1538","Seriolina nigrofasciata"
"1539","Synodontidae"
"1540","Grammatorcynus bilineatus"
"1541","Liparis tanakai"
"1542","Pristipomoides zonatus"
"1543","Neosynchiropus ocellatus"
"1544","Kuronezumia dara"
"1545","Pseudonezumia"
"1546","Pentapodus caninus"
"1547","Naso lituratus"
"1548","Lampadena anomala"
"1549","Scorpaenopsis papuensis"
"1550","Chelon"
"1551","Emmelichthys struhsakeri"
"1552","Pseudochromis cyanotaenia"
"1553","Polymetme corythaeola"
"1554","Amblyglyphidodon curacao"
"1555","Malacocottus zonurus"
"1556","Thamnaconus hypargyreus"
"1557","Cyclothone acclinidens"
"1558","Pterothrissus"
"1559","Chelon melinopterus"
"1560","Sebastapistes cyanostigma"
"1561","Platybelone argalus platyura"
"1562","Coelorinchus gilberti"
"1563","Physiculus maximowiczi"
"1564","Dasycottus setiger"
"1565","Pseudogobio esocinus"
"1566","Saloptia powelli"
"1567","Asterropteryx spinosus"
"1568","Sphyraena novaehollandiae"
"1569","Diaphus schmidti"
"1570","Glossanodon kotakamaru"
"1571","Avocettina"
"1572","Takifugu snydery"
"1573","Sebastiscus albofasciatus"
"1574","Eumicrotremus asperrimus"
"1575","Sagamia geneionema"
"1576","Parupeneus spilurus"
"1577","Istiblennius"
"1578","Satyrichthys engyceros"
"1579","Pleurosicya micheli"
"1580","Sirembo imberbis"
"1581","Opistognathidae"
"1582","Eopsetta grigorjewi"
"1583","Pachycara moelleri"
"1584","Promethichthys prometheus"
"1585","Ptereleotris evides"
"1586","Gymnothorax pictus"
"1587","Gymnothorax zonipectis"
"1588","Aseraggodes cheni"
"1589","Bodianus bilunulatus"
"1590","Coris gaimard"
"1591","Hymenocephalus"
"1592","Myripristis kuntee"
"1593","Carangoides ferdau"
"1594","Hozukius emblemarius"
"1595","Gracila albomarginata"
