"","Taxon","NamID","fieldNumber","references"
"252","Alvinocaris longirostris","SPOT, Yonaguni Knoll IV","2K#1273","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011069"
"253","Alvinocaris longirostris","SPOT, Hatoma Knoll","2K#1352","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/38818"
"254","Alvinocaris longirostris","SPOT, Yonaguni Knoll IV","HPD#1623","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042303"
"255","Alvinocaris longirostris","North Knoll, Iheya Ridge","HPD#0392","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013055"
"256","Alvinocaris longirostris","Sakai","HPD#1246","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024580"
"257","Ashinkailepas seepiophila","Myojin Knoll","HPD#0185","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030009874"
"258","Ashinkailepas seepiophila","Sakai","HPD#1183","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021625"
"259","Ashinkailepas seepiophila","Sakai","2K#0977","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004802"
"260","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051409"
"261","Ashinkailepas seepiophila","Myojin Knoll","HPD#1127","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018083"
"262","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051404"
"263","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054790"
"264","Ashinkailepas seepiophila","Minami-Ensei Knoll","2K#0615","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120025135"
"265","Ashinkailepas seepiophila","Sakai","HPD#1245","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024520"
"266","Ashinkailepas seepiophila","Myojin Knoll","HPD#1284","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028466"
"267","Ashinkailepas seepiophila","Myojin Knoll","HPD#1127","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018081"
"268","Ashinkailepas seepiophila","Myojin Knoll","2K#1006","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005044"
"269","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054791"
"270","Ashinkailepas seepiophila","Sakai","2K#0681","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009485"
"271","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1614","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041441"
"272","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051412"
"273","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051408"
"274","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051410"
"275","Ashinkailepas seepiophila","Myojin Knoll","2K#1116","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005586"
"276","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021525"
"277","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","2K#1092","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990010375"
"278","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051413"
"279","Ashinkailepas seepiophila","Myojin Knoll","2K#0952","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970006230"
"281","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054756"
"282","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051411"
"283","Ashinkailepas seepiophila","Sakai","2K#0673","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009484"
"284","Ashinkailepas seepiophila","Myojin Knoll","HPD#0970","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000721"
"285","Ashinkailepas seepiophila","Myojin Knoll","HPD#1651","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042867"
"286","Ashinkailepas seepiophila","Myojin Knoll","HPD#0965","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000609"
"287","Ashinkailepas seepiophila","Sakai","HPD#1183","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021605"
"288","Ashinkailepas seepiophila","Myojin Knoll","HPD#1127","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100018082"
"289","Ashinkailepas seepiophila","Sakai","2K#0613","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920025517"
"291","Ashinkailepas seepiophila","Myojin Knoll","2K#1112","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005504"
"292","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051405"
"293","Ashinkailepas seepiophila","Myojin Knoll","2K#1116","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005509"
"294","Ashinkailepas seepiophila","Myojin Knoll","HPD#0971","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000728"
"295","Ashinkailepas seepiophila","Sakai","2K#0613","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920025524"
"296","Ashinkailepas seepiophila","Myojin Knoll","2K#1113","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005506"
"297","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021560"
"298","Ashinkailepas seepiophila","Myojin Knoll","2K#1113","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005507"
"299","Ashinkailepas seepiophila","Myojin Knoll","2K#1112","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005505"
"300","Ashinkailepas seepiophila","Sakai","2K#0545","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890051406"
"301","Ashinkailepas seepiophila","Myojin Knoll","HPD#1126","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017949"
"302","Ashinkailepas seepiophila","Izena Cauldron","HPD#1188","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021663"
"304","Ashinkailepas seepiophila","Sakai","2K#0977","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004909"
"305","Ashinkailepas seepiophila","Sakai","2K#0673","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930025476"
"306","Ashinkailepas seepiophila","Sakai","2K#0409","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890025462"
"307","Ashinkailepas seepiophila","Myojin Knoll","HPD#1520","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1130037246"
"308","Ashinkailepas seepiophila","Myojin Knoll","2K#0952","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970005203"
"309","Ashinkailepas seepiophila","Myojin Knoll","KMROV#0023","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1160051744"
"310","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054792"
"311","Ashinkailepas seepiophila","Myojin Knoll","2K#1115","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990005508"
"312","Ashinkailepas seepiophila","Myojin Knoll","HPD#1126","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100017948"
"313","Ashinkailepas seepiophila","Myojin Knoll","HPD#1651","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042885"
"314","Ashinkailepas seepiophila","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054772"
"315","Ashinkailepas seepiophila","Myojin Knoll","HPD#1646","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042813"
"316","Austinograea williamsi","Alice Springs Field","6K#0140","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009551"
"317","Austinograea williamsi","Alice Springs Field","6K#0140","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009857"
"318","Austinograea williamsi","Alice Springs Field","6K#0140","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009557"
"319","Austinograea williamsi","Alice Springs Field","6K#0140","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009559"
"320","Austinograea williamsi","Alice Springs Field","6K#0140","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009558"
"321","Austinograea williamsi","Alice Springs Field","6K#0152","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/158388"
"322","Bathyacmaea secunda","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021701"
"323","Bathyacmaea secunda","Minami-Ensei Knoll","2K#0428","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890011648"
"324","Bathyacmaea secunda","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021734"
"325","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021579"
"326","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1185","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010654"
"327","Bathyacmaea secunda","Minami-Ensei Knoll","2K#0549","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910005894"
"328","Bathyacmaea secunda","Minami-Ensei Knoll","2K#0428","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890005966"
"329","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1612","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041312"
"330","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021542"
"331","Bathyacmaea secunda","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002520"
"332","Bathyacmaea secunda","North Knoll, Iheya Ridge","2K#0978","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004746"
"333","Bathyacmaea secunda","Minami-Ensei Knoll","2K#0616","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009623"
"334","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021577"
"335","Bathyacmaea secunda","SPOT, Yonaguni Knoll IV","6K#0560","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000012024"
"336","Bathyacmaea secunda","North Knoll, Iheya Ridge","KAIKO#0537","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031123"
"337","Bathyacmaea secunda","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042164"
"338","Bathyacmaea secunda","North Knoll, Iheya Ridge","KAIKO#0537","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031118"
"339","Bathyacmaea secunda","North Knoll, Iheya Ridge","3K#0376","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980012417"
"340","Bathyacmaea secunda","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002519"
"341","Bathyacmaea secunda","Sakai","HPD#1245","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024509"
"342","Bathyacmaea secunda","Sakai","HPD#1183","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021611"
"343","Bathyacmaea secunda","SPOT, Yonaguni Knoll IV","6K#0560","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000012030"
"344","Bathyacmaea secunda","North Knoll, Iheya Ridge","KAIKO#0538","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031144"
"345","Bathyacmaea secunda","North Knoll, Iheya Ridge","KAIKO#0538","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031143"
"346","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1610","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041248"
"347","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1187","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010675"
"348","Bathyacmaea secunda","Sakai","2K#0672","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930011734"
"349","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010722"
"350","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021558"
"351","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1610","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041271"
"352","Bathyacmaea secunda","Tarama Knoll","6K#1509","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054193"
"353","Bathyacmaea secunda","North Knoll, Iheya Ridge","2K#0863","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960004890"
"354","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010716"
"355","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010640"
"356","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1612","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041330"
"357","Bathyacmaea secunda","Minami-Ensei Knoll","DK89-1-OKN leg1 19890613 Ensei Knoll","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890014216"
"358","Bathyacmaea secunda","Tarama Knoll","6K#1508","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054138"
"359","Bathyacmaea secunda","Izena Cauldron","DT#DK89-1-OKN leg2 DT-50~52","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890014232"
"360","Bathyacmaea secunda","Tarama Knoll","6K#1508","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054139"
"361","Bathyacmaea secunda","North Knoll, Iheya Ridge","KAIKO#0537","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031124"
"362","Bathyacmaea secunda","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021578"
"363","Bathyacmaea secunda","Izena Cauldron","HPD#1192","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021685"
"364","Bathyacmaea secunda","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042159"
"365","Bathyacmaea secunda","North Knoll, Iheya Ridge","3K#0376","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005809"
"366","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010599"
"367","Bathyacmaea secunda","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002521"
"368","Bathyacmaea secunda","Izena Cauldron","HPD#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021637"
"369","Bathyacmaea secunda","SPOT, Hatoma Knoll","2K#1182","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010615"
"370","Bathyacmaea secunda","Tarama Knoll","6K#1508","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054140"
"371","Bathyacmaea secunda","Sakai","HPD#1245","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024529"
"372","Bathymodiolus aduloides","Myojinsho Caldera","HPD#0972","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002308"
"374","Bathymodiolus aduloides","Minami-Ensei Knoll","2K#0357","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009798"
"375","Bathymodiolus aduloides","Tarama Knoll","6K#1509","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054188"
