Taxon,NamID,fieldNumber,references,freq
Bathymodiolus japonicus,Suiyo Seamount,6K#1264,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110029999,4
Bathymodiolus japonicus,Suiyo Seamount,6K#1264,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110029775,4
Bathymodiolus platifrons,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054133,4
Bathymodiolus platifrons,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054134,4
Bathymodiolus platifrons,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054131,4
Bathymodiolus platifrons,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054132,4
Opaepele loihi,Northwest Rota-1 volcano,HPD#1161,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023687,4
Opaepele loihi,Northwest Rota-1 volcano,HPD#1161,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023680,4
Opaepele loihi,Northwest Rota-1 volcano,HPD#1161,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023689,4
Opaepele loihi,Northwest Rota-1 volcano,HPD#1161,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023681,4
Pyropelta ryukyuensis,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054141,4
Pyropelta ryukyuensis,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054143,4
Pyropelta ryukyuensis,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054142,4
Pyropelta ryukyuensis,Tarama Knoll,6K#1509,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054195,4
Symphurus thermophilus,Kaikata Seamount,,http://db.kahaku.go.jp/webmuseum_en/detail?cls=col_a1_05&pkey=NSMT-P%2C70849%2C,4
Symphurus thermophilus,Kaikata Seamount,,http://db.kahaku.go.jp/webmuseum_en/detail?cls=col_a1_05&pkey=NSMT-P%2C70851%2C,4
Symphurus thermophilus,Kaikata Seamount,,http://db.kahaku.go.jp/webmuseum_en/detail?cls=col_a1_05&pkey=NSMT-P%2C70850%2C,4
Symphurus thermophilus,Kaikata Seamount,2K#0559,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/40100,4
Alviniconcha hessleri,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009546,5
Alviniconcha hessleri,Alice Springs Field,6K#0153,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009620,5
Alviniconcha hessleri,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009622,5
Alviniconcha hessleri,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009547,5
Alviniconcha hessleri,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009621,5
Bathyacmaea secunda,Izena Cauldron,HPD#1193,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021701,5
Bathyacmaea secunda,Izena Cauldron,HPD#1192,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021685,5
Bathyacmaea secunda,Izena Cauldron,HPD#1193,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021734,5
Bathyacmaea secunda,Izena Cauldron,DT#DK89-1-OKN leg2 DT-50~52,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890014232,5
Bathyacmaea secunda,Izena Cauldron,HPD#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021637,5
Bathyacmaea secunda,Minami-Ensei Knoll,2K#0616,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009623,5
Bathyacmaea secunda,Minami-Ensei Knoll,2K#0549,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910005894,5
Bathyacmaea secunda,Minami-Ensei Knoll,2K#0428,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890005966,5
Bathyacmaea secunda,Minami-Ensei Knoll,DK89-1-OKN leg1 19890613 Ensei Knoll,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890014216,5
Bathyacmaea secunda,Minami-Ensei Knoll,2K#0428,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890011648,5
Bathymodiolus septemdierum,Northwest Eifuku,HPD#0494,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050006524,5
Bathymodiolus septemdierum,Northwest Eifuku,HPD#1162,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023696,5
Bathymodiolus septemdierum,Northwest Eifuku,HPD#0492,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050006567,5
Bathymodiolus septemdierum,Northwest Eifuku,HPD#1162,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023699,5
Bathymodiolus septemdierum,Northwest Eifuku,HPD#1162,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100024601,5
Gandalfus yunohana,Kasuga 2 Seamount,HPD#0490,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050006531,5
Gandalfus yunohana,Kasuga 2 Seamount,DT#KY02-08 DT-12C,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020017066,5
Gandalfus yunohana,Kasuga 2 Seamount,DT#KY02-08 DT-15C,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020017069,5
Gandalfus yunohana,Kasuga 2 Seamount,DT#KY02-08 DT-17C,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020015370,5
Gandalfus yunohana,Kasuga 2 Seamount,DT#KY02-08 DT-17C,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020017065,5
Gigantidas horikoshii,Nikko volcano,HPD#0496,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050006581,5
Gigantidas horikoshii,Nikko volcano,HPD#1169,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023754,5
Gigantidas horikoshii,Nikko volcano,HPD#1169,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100037502,5
Gigantidas horikoshii,Nikko volcano,HPD#1168,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100037501,5
Gigantidas horikoshii,Nikko volcano,HPD#1169,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023748,5
Iheyaspira lequios,"North Knoll, Iheya Ridge",3K#0376,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980006024,5
Iheyaspira lequios,"North Knoll, Iheya Ridge",2K#1092,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014358,5
Iheyaspira lequios,"North Knoll, Iheya Ridge",2K#1094,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990015076,5
Iheyaspira lequios,"North Knoll, Iheya Ridge",HPD#1178,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021540,5
Iheyaspira lequios,"North Knoll, Iheya Ridge",2K#0863,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960004882,5
Iheyaspira lequios,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015093,5
Iheyaspira lequios,"SPOT, Yonaguni Knoll IV",2K#1268,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010940,5
Iheyaspira lequios,"SPOT, Yonaguni Knoll IV",2K#1274,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011145,5
Iheyaspira lequios,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011103,5
Iheyaspira lequios,"SPOT, Yonaguni Knoll IV",2K#1276,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011206,5
Laeviphitus japonicus,Kaikata Seamount,2K#1014,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005015,5
Laeviphitus japonicus,Kaikata Seamount,2K#1014,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005013,5
Laeviphitus japonicus,Kaikata Seamount,2K#1014,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980005011,5
Laeviphitus japonicus,Kaikata Seamount,2K#1234,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010846,5
Laeviphitus japonicus,Kaikata Seamount,2K#0559,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910009680,5
Lepetodrilus nux,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054166,5
Lepetodrilus nux,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054137,5
Lepetodrilus nux,Tarama Knoll,6K#1509,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054196,5
Lepetodrilus nux,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054136,5
Lepetodrilus nux,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054135,5
Margarites ryukyuensis,"SPOT, Yonaguni Knoll IV",HPD#1623,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042292,5
Margarites ryukyuensis,"SPOT, Yonaguni Knoll IV",2K#1267,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010910,5
Margarites ryukyuensis,"SPOT, Yonaguni Knoll IV",2K#1274,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011132,5
Margarites ryukyuensis,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011114,5
Margarites ryukyuensis,"SPOT, Yonaguni Knoll IV",6K#0560,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000012026,5
Munidopsis ryukyuensis,Tarama Knoll,6K#1509,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054182,5
Munidopsis ryukyuensis,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054168,5
Munidopsis ryukyuensis,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054153,5
Munidopsis ryukyuensis,Tarama Knoll,6K#1509,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054183,5
Munidopsis ryukyuensis,Tarama Knoll,HPD#1108,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100013394,5
Paralvinella hessleri,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042149,5
Paralvinella hessleri,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042256,5
Paralvinella hessleri,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042257,5
Paralvinella hessleri,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042207,5
Paralvinella hessleri,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042156,5
Provanna subglabra,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054144,5
Provanna subglabra,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054147,5
Provanna subglabra,Tarama Knoll,6K#1509,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054189,5
Provanna subglabra,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054146,5
Provanna subglabra,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054145,5
Shinkaia crosnieri,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054156,5
Shinkaia crosnieri,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054155,5
Shinkaia crosnieri,Tarama Knoll,6K#1509,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054205,5
Shinkaia crosnieri,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054154,5
Shinkaia crosnieri,Tarama Knoll,6K#1508,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054157,5
Shinkaicaris leurokolos,Sakai,HPD#1770,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150044498,5
Shinkaicaris leurokolos,Sakai,HPD#1770,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150044499,5
Shinkaicaris leurokolos,Sakai,HPD#1858,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054514,5
Shinkaicaris leurokolos,Sakai,HPD#1860,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054693,5
Shinkaicaris leurokolos,Sakai,HPD#1770,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150044500,5
Austinograea williamsi,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009551,6
Austinograea williamsi,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009857,6
Austinograea williamsi,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009557,6
Austinograea williamsi,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009559,6
Austinograea williamsi,Alice Springs Field,6K#0140,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009558,6
Austinograea williamsi,Alice Springs Field,6K#0152,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/158388,6
Provanna subglabra,"North Knoll, Iheya Ridge",HPD#1617,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041613,6
Provanna subglabra,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054726,6
Provanna subglabra,"North Knoll, Iheya Ridge",HPD#1859,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054624,6
Provanna subglabra,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054740,6
Provanna subglabra,"North Knoll, Iheya Ridge",HPD#1859,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054661,6
Provanna subglabra,"North Knoll, Iheya Ridge",HPD#1859,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054613,6
Shinkai longipedata,Sakai,2K#0977,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004815,6
Shinkai longipedata,Sakai,2K#0614,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920011716,6
Shinkai longipedata,Sakai,2K#0409,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890011645,6
Shinkai longipedata,Sakai,2K#0614,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920011715,6
Shinkai longipedata,Sakai,2K#0977,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004818,6
Shinkai longipedata,Sakai,2K#0977,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004819,6
Shinkailepas kaikatensis,Kaikata Seamount,2K#0634,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920005967,6
Shinkailepas kaikatensis,Kaikata Seamount,2K#0339,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009784,6
Shinkailepas kaikatensis,Kaikata Seamount,2K#1234,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010841,6
Shinkailepas kaikatensis,Kaikata Seamount,HPD#0187,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030012609,6
Shinkailepas kaikatensis,Kaikata Seamount,2K#0633,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009480,6
Shinkailepas kaikatensis,Kaikata Seamount,2K#0404,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890009757,6
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042370,7
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042429,7
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042389,7
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042378,7
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042394,7
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042414,7
Alvinocaris longirostris,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042418,7
Gandalfus yunohana,Myojinsho Caldera,HPD#1295,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110025138,7
Gandalfus yunohana,Myojinsho Caldera,HPD#0972,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002307,7
Gandalfus yunohana,Myojinsho Caldera,HPD#1374,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031994,7
Gandalfus yunohana,Myojinsho Caldera,HPD#1652,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042926,7
Gandalfus yunohana,Myojinsho Caldera,HPD#1374,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031995,7
Gandalfus yunohana,Myojinsho Caldera,HPD#0972,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000730,7
Gandalfus yunohana,Myojinsho Caldera,HPD#1374,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1120031996,7
Lepetodrilus nux,"SPOT, Yonaguni Knoll IV",2K#1274,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011131,7
Lepetodrilus nux,"SPOT, Yonaguni Knoll IV",2K#1267,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010920,7
Lepetodrilus nux,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011102,7
Lepetodrilus nux,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011078,7
